customer_id,age,gender,region,annual_income,tenure_months,purchase_frequency_per_month,avg_basket_value,total_spend_12m,recency_days,online_purchase_ratio,returns_rate,loyalty_member,email_open_rate,preferred_category,satisfaction_score
CUST10468,33,Female,West,106055.57,26,6.24,112.94,7738.11,3,0.578,0.085,1,0.515,Apparel,5.63
CUST10469,44,Male,East,50563.93,27,3.39,58.42,2326.26,33,0.406,0.061,1,0.472,Beauty,6.93
CUST10470,28,Female,East,25692.86,39,5.02,9.62,586.66,43,0.533,0.036,1,0.064,Groceries,8.09
CUST10471,27,Female,Central,51765.29,55,5.07,73.7,3814.87,8,0.403,0.073,0,0.171,Home & Kitchen,
CUST10472,38,Male,West,45213.02,94,0.95,13.22,148.95,41,0.544,0.072,0,0.347,Electronics,8.15
CUST10473,37,Female,West,45525.71,28,3.09,92.5,3852.33,38,0.661,0.155,1,0.29,Apparel,7.26
CUST10474,26,Male,Central,41360.9,44,7.24,36.39,3101.0,6,0.977,0.023,0,0.675,Groceries,6.64
CUST10475,33,Female,South,47439.96,13,4.79,34.96,1883.64,11,0.731,0.122,1,0.615,Groceries,7.49
CUST10476,37,Male,West,38068.91,29,1.8,31.98,707.66,69,0.429,0.085,0,0.598,Electronics,9.0
CUST10477,22,Male,North,33824.47,22,8.42,44.74,4835.76,25,0.853,0.03,1,0.362,Apparel,6.93
CUST10478,39,Male,South,63266.47,41,6.44,69.34,5360.02,23,0.571,0.0,0,0.353,Sports & Outdoors,7.42
CUST10479,28,Male,North,33002.48,6,8.08,56.46,5689.78,25,0.803,0.035,0,0.482,Beauty,5.1
CUST10480,22,Male,East,59706.61,2,2.22,123.06,3345.19,64,0.365,0.0,0,0.326,Beauty,8.55
CUST10481,52,Male,South,64950.25,18,1.95,328.05,7680.81,66,0.431,0.016,0,0.514,Beauty,8.17
CUST10482,23,Male,Central,36343.22,1,4.46,69.98,3781.01,8,0.92,0.119,0,0.542,Home & Kitchen,7.62
CUST10483,69,Female,North,76952.84,10,1.97,164.81,3934.62,103,0.133,0.066,0,0.396,Electronics,6.88
CUST10484,18,Male,Central,33556.45,50,3.19,47.44,1603.32,2,0.853,0.099,0,0.58,Apparel,6.37
CUST10485,24,Female,South,69135.49,54,3.61,71.63,3573.08,29,0.472,0.0,1,0.702,Electronics,8.81
CUST10486,31,Non-binary,South,33056.63,21,3.76,30.23,1304.29,50,0.381,0.0,1,0.561,Apparel,8.62
CUST10487,44,Female,South,126145.79,25,3.39,146.84,6714.96,17,0.479,0.075,0,0.36,Electronics,6.9
CUST10488,58,Male,West,55538.32,63,5.86,51.69,3320.81,29,0.446,0.14,1,0.776,Electronics,6.75
CUST10489,43,Male,East,55635.96,20,4.62,61.03,3124.57,19,0.381,0.09,0,0.28,Apparel,6.38
CUST10490,20,Female,Central,25529.77,21,6.8,44.55,3336.97,8,0.744,0.032,1,0.768,Beauty,9.1
CUST10491,43,Male,South,51863.95,40,1.5,82.79,1316.7,52,0.203,0.058,0,0.48,Beauty,8.94
CUST10492,45,Female,North,62845.61,43,9.87,149.08,18759.89,9,0.784,0.0,1,0.712,Home & Kitchen,7.75
CUST10493,32,Female,Central,28849.05,9,3.75,12.4,496.66,30,0.216,0.068,0,0.288,Apparel,
CUST10494,19,Male,South,38268.17,1,4.72,67.26,3514.2,6,0.71,0.058,0,0.691,Groceries,8.13
CUST10495,45,Female,North,94409.07,38,3.01,111.6,3781.82,10,0.54,0.099,1,0.441,Apparel,8.63
CUST10496,21,Female,North,50904.51,18,7.9,19.6,1950.47,3,0.814,0.076,0,0.537,Electronics,6.86
CUST10497,28,Male,South,33640.2,49,1.25,18.17,309.33,68,0.305,0.215,0,0.463,Apparel,7.13
CUST10498,36,Female,West,57748.33,58,5.79,65.18,4385.3,39,0.248,0.0,0,0.672,Beauty,7.69
CUST10499,43,Male,East,56077.48,33,4.52,56.16,2999.22,26,0.19,0.125,1,0.226,Groceries,5.81
CUST10500,63,Female,West,62998.09,54,2.86,81.85,3049.97,97,0.124,0.067,0,0.471,Apparel,8.07
CUST10501,18,Male,Central,31859.2,28,3.34,48.51,1942.82,8,0.913,0.0,0,0.458,Beauty,6.86
CUST10502,60,Female,East,96828.54,11,7.22,122.33,10467.07,11,0.158,0.071,1,0.276,Groceries,8.84
CUST10503,27,Female,North,63873.82,29,5.82,81.73,6166.46,22,0.582,0.011,1,0.339,Sports & Outdoors,6.99
CUST10504,60,Female,West,87039.62,53,1.23,289.1,3960.19,50,0.385,0.055,1,0.47,Home & Kitchen,10.0
CUST10505,47,Male,South,23411.87,57,1.21,8.3,106.11,52,0.375,0.072,0,0.352,Apparel,7.29
CUST10506,37,Female,South,49381.64,23,5.41,77.2,5422.51,22,0.573,0.033,0,0.187,Home & Kitchen,7.01
CUST10507,35,Non-binary,East,55443.0,1,5.57,47.91,3345.55,33,0.444,0.061,0,0.422,Sports & Outdoors,8.67
CUST10508,61,Female,North,37759.38,24,5.4,91.0,6305.28,35,0.469,0.082,0,0.597,Electronics,6.03
CUST10509,52,Non-binary,North,57097.72,1,1.84,264.98,5255.12,96,0.325,0.049,0,0.533,Beauty,4.92
CUST10510,33,Male,Central,85922.43,20,1.31,248.46,3893.71,93,0.5,0.023,0,0.559,Home & Kitchen,8.47
CUST10511,26,Male,South,29591.82,18,3.18,32.57,1427.1,13,0.72,0.03,0,0.633,Sports & Outdoors,8.2
CUST10512,37,Female,East,52790.68,41,4.75,49.31,2469.78,22,0.612,0.046,0,0.589,Electronics,7.27
CUST10513,35,Non-binary,South,60725.13,37,4.0,70.63,3536.93,51,0.554,0.0,0,0.359,Home & Kitchen,8.76
CUST10514,33,Female,West,26105.07,15,3.28,20.22,742.0,19,0.495,0.001,0,0.537,Beauty,4.09
CUST10515,31,Female,South,40350.84,39,3.65,12.37,461.08,56,0.44,0.08,0,0.527,Electronics,9.06
CUST10516,31,Female,North,90702.45,51,12.21,138.0,19085.95,8,0.645,0.0,0,0.519,Apparel,8.77
CUST10517,43,Male,East,56117.3,20,5.68,69.4,4378.07,22,0.534,0.147,0,0.348,Sports & Outdoors,7.74
CUST10518,49,Female,West,61867.09,30,5.08,75.4,3925.99,28,0.524,0.0,1,0.402,Apparel,7.71
CUST10519,36,Male,East,36605.54,39,2.8,22.45,663.7,60,0.305,0.0,0,0.334,Home & Kitchen,6.9
CUST10520,22,Male,East,30213.98,9,6.11,42.29,2951.97,9,1.0,0.062,1,0.86,Electronics,8.15
CUST10521,49,Non-binary,South,78054.74,4,11.8,168.2,27272.62,12,0.552,0.109,1,0.425,Electronics,6.01
CUST10522,46,Female,North,62719.29,35,4.14,69.14,3243.0,17,0.525,0.021,1,0.52,Sports & Outdoors,7.92
CUST10523,28,Male,East,45840.38,28,7.55,82.74,7136.68,1,0.453,0.0,1,0.6,Home & Kitchen,9.73
CUST10524,25,Female,North,61926.72,33,6.04,84.56,5236.08,37,0.707,0.049,0,0.307,Electronics,6.99
CUST10525,25,Female,South,30483.88,26,9.31,76.17,8824.28,11,0.8,0.096,0,0.555,Groceries,9.01
CUST10526,23,Male,North,26145.24,12,0.2,17.43,37.2,1,0.877,0.0,0,0.632,Apparel,8.03
CUST10527,26,Male,East,77887.57,1,1.15,135.21,1694.59,2,0.562,0.064,1,0.406,Beauty,9.61
CUST10528,42,Male,Central,17902.25,6,2.96,16.23,494.1,26,0.286,0.044,0,0.298,Home & Kitchen,7.67
CUST10529,31,Female,South,61322.99,13,4.66,41.55,2119.85,18,0.366,0.036,0,0.443,Apparel,7.46
CUST10530,38,Female,West,74131.45,38,5.17,54.86,3781.51,12,0.352,0.043,0,0.71,Beauty,6.99
CUST10531,19,Female,North,56540.32,17,4.39,90.45,5241.72,29,0.7,0.117,1,0.291,Home & Kitchen,
CUST10532,43,Female,West,53526.4,34,4.54,66.86,3839.92,37,0.501,0.031,0,0.445,Apparel,6.7
CUST10533,29,Male,North,42766.79,32,5.95,72.25,5620.22,12,0.798,0.033,0,0.538,Groceries,7.51
CUST10534,47,Male,East,53942.73,26,1.97,161.52,4361.36,77,0.076,0.161,0,0.259,Groceries,6.86
CUST10535,31,Female,Central,52914.91,22,3.15,102.76,4404.35,31,0.462,0.0,1,0.317,Groceries,8.13
CUST10536,33,Female,South,40180.11,15,4.43,41.54,2338.36,29,0.602,0.068,1,0.377,Apparel,8.74
CUST10537,33,Female,East,98660.37,30,10.39,149.82,18606.27,5,0.0,0.099,0,0.2,Groceries,7.59
CUST10538,30,Non-binary,North,48907.55,2,4.84,51.83,2962.98,16,0.999,0.007,0,0.76,Electronics,6.81
CUST10539,31,Female,North,30698.56,1,4.25,25.23,1101.73,53,0.488,0.019,0,0.381,Home & Kitchen,6.47
CUST10540,36,Female,North,68731.24,3,3.2,40.0,1604.0,47,0.328,0.141,1,0.439,Electronics,9.12
CUST10541,57,Male,West,77623.12,56,1.25,151.3,2055.21,59,0.286,0.0,0,0.138,Groceries,8.66
CUST10542,51,Female,East,103367.84,8,5.32,108.68,6195.57,14,0.721,0.0,0,0.543,Apparel,8.26
CUST10543,57,Female,East,46617.27,17,2.24,188.37,5198.2,38,0.101,0.038,1,0.147,Electronics,5.05
CUST10544,36,Female,West,39648.4,36,2.62,177.19,4954.72,153,0.38,0.08,0,0.151,Electronics,6.6
CUST10545,53,Female,South,110301.55,32,7.69,86.79,7147.2,8,0.401,0.127,1,0.486,Beauty,9.17
CUST10546,53,Female,North,36688.98,44,1.64,24.81,518.19,38,0.556,0.0,0,0.49,Apparel,6.27
CUST10547,75,Male,Central,66253.93,44,2.97,228.43,7967.15,84,0.527,0.079,0,0.527,Electronics,9.03
CUST10548,24,Male,North,33060.63,31,5.39,60.97,4318.74,19,0.785,0.085,0,0.369,Beauty,5.84
CUST10549,40,Male,North,60606.23,31,0.39,130.56,542.53,129,0.496,0.143,0,0.425,Electronics,6.78
CUST10550,18,Female,West,46170.63,19,3.82,32.52,1389.72,7,0.644,0.027,0,0.632,Apparel,7.9
CUST10551,37,Male,East,57601.72,31,6.32,115.6,7820.79,18,0.467,0.065,0,0.25,Apparel,9.41
CUST10552,19,Female,Central,33154.03,27,5.22,47.37,2813.22,1,0.881,0.08,0,0.638,Electronics,7.16
CUST10553,22,Female,West,42379.32,29,6.3,55.42,3571.44,8,0.977,0.098,1,0.536,Apparel,7.78
CUST10554,61,Female,South,66894.18,28,3.42,82.9,3666.43,8,0.294,0.088,0,0.463,Groceries,5.3
CUST10555,24,Female,South,48484.92,66,7.25,42.46,3661.73,22,0.614,0.0,1,0.462,Beauty,9.21
CUST10556,40,Female,North,25896.73,8,1.86,14.3,298.69,53,0.399,0.082,0,0.355,Apparel,9.25
CUST10557,30,Female,East,37071.33,19,2.17,15.31,354.5,49,0.377,0.08,1,0.386,Groceries,7.05
CUST10558,40,Female,North,72985.58,10,0.57,237.23,1630.34,48,0.156,0.097,0,0.217,Apparel,9.12
CUST10559,33,Female,Central,88677.35,41,2.11,245.94,6188.08,27,0.444,0.026,0,0.363,Groceries,6.91
CUST10560,45,Female,Central,73795.02,12,0.6,216.68,1677.6,46,0.425,0.11,1,0.426,Electronics,5.48
CUST10561,47,Female,Central,27601.98,25,3.18,14.2,558.52,68,0.618,0.0,0,0.397,Apparel,9.63
CUST10562,40,Female,West,35956.05,50,3.35,18.03,690.21,65,0.494,0.029,0,0.425,Apparel,7.2
CUST10563,31,Male,West,33271.28,38,3.51,15.33,673.54,27,0.134,0.129,0,0.436,Groceries,9.15
CUST10564,36,Male,Central,101995.85,1,6.75,132.63,9725.88,10,0.762,0.065,1,0.74,Electronics,8.08
CUST10565,29,Male,East,34176.86,50,11.41,63.42,7654.74,21,0.969,0.059,0,0.504,Groceries,6.95
CUST10566,50,Male,Central,97328.62,32,7.11,129.19,10593.13,3,0.553,0.142,1,0.655,Apparel,9.74
CUST10567,26,Male,South,33411.28,1,6.95,43.54,3314.53,11,0.769,0.122,0,0.638,Apparel,8.65
CUST10568,34,Female,Central,65481.17,76,3.11,76.22,3092.71,20,0.386,0.081,0,0.203,Home & Kitchen,9.36
CUST10569,41,Male,West,88600.74,42,12.33,129.9,16689.19,2,0.379,0.173,1,0.335,Sports & Outdoors,10.0
CUST10570,18,Female,North,32854.97,37,4.8,55.17,2754.53,17,0.683,0.056,0,0.496,Electronics,
CUST10571,36,Female,South,50483.64,59,2.69,141.86,4661.64,90,0.158,0.021,0,0.385,Home & Kitchen,5.07
CUST10572,38,Male,East,102762.2,11,5.49,78.6,5582.98,6,0.695,0.102,0,0.388,Beauty,5.26
CUST10573,31,Male,East,74823.72,44,1.15,242.2,3371.28,109,0.3,0.101,0,0.507,Home & Kitchen,7.39
CUST10574,39,Female,South,59708.76,34,4.97,83.99,4640.59,27,0.166,0.064,0,0.383,Sports & Outdoors,7.97
CUST10575,39,Female,West,51122.91,28,4.75,62.71,3245.46,14,0.489,0.154,1,0.326,Electronics,7.35
CUST10576,47,Female,West,35981.59,27,2.7,20.45,645.26,73,0.219,0.037,1,0.532,Sports & Outdoors,8.57
CUST10577,24,Male,South,50144.98,8,3.41,65.1,2331.84,14,0.361,0.092,1,0.451,Apparel,5.93
CUST10578,23,Female,North,36603.37,10,1.15,57.34,817.39,6,0.81,0.0,0,0.665,Home & Kitchen,7.24
CUST10579,44,Male,South,90096.32,41,4.11,129.14,6884.32,12,0.658,0.041,1,0.423,Groceries,8.23
CUST10580,24,Female,East,46576.29,37,8.26,43.44,4181.39,11,0.907,0.038,0,0.553,Beauty,7.91
CUST10581,44,Male,South,60144.76,12,3.05,31.05,1196.41,29,0.579,0.001,0,0.4,Groceries,6.44
CUST10582,22,Female,East,40487.36,26,5.56,40.75,2323.82,13,0.777,0.05,0,0.47,Groceries,7.82
CUST10583,39,Male,West,111157.8,38,12.14,181.57,25095.95,3,0.319,0.092,1,0.266,Groceries,7.69
CUST10584,54,Male,West,70373.46,61,3.29,279.7,12685.66,76,0.27,0.103,1,0.197,Beauty,8.83
CUST10585,39,Female,East,91729.95,17,6.05,156.25,11388.42,16,0.642,0.11,0,0.576,Sports & Outdoors,
CUST10586,29,Male,South,29933.18,28,3.27,14.9,660.25,39,0.331,0.029,0,0.264,Home & Kitchen,7.21
CUST10587,36,Female,East,32812.57,35,2.07,8.06,181.7,54,0.541,0.018,0,0.621,Home & Kitchen,7.55
CUST10588,55,Male,Central,32360.0,28,3.79,10.8,468.46,30,0.188,0.075,0,0.38,Apparel,8.35
CUST10589,18,Male,Central,35414.16,45,3.06,9.08,336.78,32,0.191,0.075,0,0.467,Apparel,8.68
CUST10590,39,Female,Central,22773.75,25,3.06,22.11,922.13,27,0.227,0.074,0,0.633,Beauty,6.67
CUST10591,49,Female,Central,63881.33,33,2.06,159.16,3489.36,64,0.037,0.0,1,0.377,Electronics,7.1
CUST10592,39,Female,East,31707.41,55,1.51,31.45,524.48,54,0.327,0.152,1,0.376,Home & Kitchen,7.96
CUST10593,53,Male,East,75097.3,35,8.44,160.58,17458.15,1,0.6,0.003,0,0.485,Beauty,8.92
CUST10594,35,Female,North,51995.55,32,4.11,88.24,4469.77,40,0.563,0.071,0,0.697,Apparel,6.78
CUST10595,18,Female,East,41403.78,10,5.27,37.94,2234.42,6,0.862,0.05,1,0.612,Groceries,8.63
CUST10596,57,Male,East,89370.78,27,1.01,268.36,2942.71,56,0.246,0.059,0,0.568,Apparel,7.93
CUST10597,30,Male,East,21863.49,47,3.7,16.38,639.43,40,0.697,0.027,0,0.418,Beauty,7.73
CUST10598,35,Male,Central,41648.4,22,1.46,23.29,360.13,45,0.454,0.114,0,0.434,Electronics,6.87
CUST10599,44,Female,North,31105.2,2,0.61,39.26,280.73,31,0.495,0.072,0,0.406,Groceries,7.22
CUST10600,35,Female,South,31788.93,23,2.33,12.64,308.86,56,0.308,0.086,0,0.58,Electronics,5.82
CUST10601,49,Female,West,88392.66,46,6.76,160.07,13384.89,15,0.695,0.034,1,0.817,Electronics,9.75
CUST10602,37,Female,West,22714.97,34,2.58,18.94,584.53,37,0.397,0.055,1,0.699,Sports & Outdoors,7.36
CUST10603,31,Male,South,37107.0,8,3.41,5.0,196.86,41,0.44,0.041,0,0.672,Home & Kitchen,6.49
CUST10604,46,Female,Central,34523.22,30,4.35,21.24,1139.54,66,0.301,0.106,0,0.378,Home & Kitchen,8.84
CUST10605,24,Male,West,43951.07,49,7.67,53.97,5444.51,19,1.0,0.07,1,0.559,Apparel,9.13
CUST10606,31,Male,South,27327.17,62,1.25,20.26,290.86,47,0.372,0.068,1,0.426,Apparel,8.53
CUST10607,49,Male,North,89950.85,24,11.22,187.99,28356.27,3,0.903,0.16,1,0.676,Groceries,7.06
CUST10608,19,Male,East,45813.11,40,5.27,42.76,2402.0,17,0.883,0.069,1,0.594,Groceries,8.02
CUST10609,39,Female,East,43820.12,6,1.05,272.06,3199.57,88,0.447,0.176,0,0.763,Apparel,5.4
CUST10610,37,Female,North,36807.47,48,3.11,20.91,870.3,47,0.33,0.061,1,0.478,Beauty,5.02
CUST10611,62,Female,North,40355.95,51,1.97,263.19,6758.41,31,0.111,0.087,0,0.514,Beauty,7.56
CUST10612,53,Female,West,75526.91,17,0.95,191.38,2440.77,80,0.105,0.049,1,0.204,Groceries,9.01
CUST10613,26,Female,South,39184.65,27,1.21,23.41,322.0,74,0.407,0.072,0,0.275,Apparel,7.27
CUST10614,50,Male,West,37919.65,3,4.37,66.75,3657.57,53,0.717,0.024,1,0.751,Electronics,8.06
CUST10615,62,Male,Central,52484.48,13,2.0,96.89,2186.94,32,0.385,0.094,1,0.684,Beauty,7.2
CUST10616,25,Male,North,24912.67,37,0.69,14.5,109.66,46,0.199,0.093,0,0.567,Groceries,7.26
CUST10617,36,Female,East,95584.91,52,9.64,147.74,19112.17,4,0.962,0.11,0,0.804,Sports & Outdoors,7.25
CUST10618,39,Male,Central,44369.64,47,5.05,85.24,5421.27,31,0.235,0.107,0,0.403,Home & Kitchen,8.42
CUST10619,55,Male,Central,81706.52,33,2.21,303.9,9266.92,122,0.204,0.035,0,0.208,Beauty,6.24
CUST10620,30,Female,South,29563.34,15,2.6,8.31,291.79,16,0.404,0.114,0,0.633,Groceries,6.79
CUST10621,27,Female,North,27203.68,40,2.27,19.76,558.96,41,0.57,0.079,0,0.404,Beauty,6.95
CUST10622,51,Female,South,89026.43,1,9.81,156.8,20080.39,2,0.584,0.084,0,0.416,Electronics,7.62
CUST10623,28,Male,West,46891.66,18,3.04,5.8,236.02,7,0.846,0.037,0,0.399,Groceries,7.3
CUST10624,56,Male,Central,41296.85,23,2.95,152.42,6036.04,11,0.248,0.051,0,0.628,Groceries,6.52
CUST10625,43,Female,Central,79043.2,31,10.1,164.82,18441.71,9,0.73,0.03,0,0.35,Electronics,8.8
CUST10626,23,Female,East,34389.98,23,7.55,28.96,2377.27,5,0.862,0.005,0,0.432,Home & Kitchen,7.28
CUST10627,56,Male,East,61930.42,31,0.94,156.43,1946.49,127,0.308,0.048,0,0.436,Home & Kitchen,7.5
CUST10628,33,Male,North,31578.88,63,3.38,19.18,764.97,49,0.564,0.0,0,0.587,Apparel,7.95
CUST10629,43,Male,West,115037.48,30,8.84,169.49,15856.28,4,0.463,0.053,1,0.201,Electronics,8.6
CUST10630,56,Male,South,80307.18,47,1.51,205.02,3916.25,52,0.263,0.065,0,0.598,Electronics,7.46
CUST10631,34,Male,East,59869.61,27,3.65,73.43,3288.69,20,0.555,0.025,0,0.459,Electronics,7.93
CUST10632,19,Male,South,45580.28,19,5.86,42.75,3136.3,17,0.928,0.031,0,0.8,Sports & Outdoors,8.25
CUST10633,22,Male,North,31133.53,54,8.35,25.03,2461.26,18,0.933,0.062,1,0.669,Groceries,7.92
CUST10634,26,Male,North,41991.51,44,4.5,23.39,1348.43,14,0.277,0.058,0,0.669,Electronics,6.54
CUST10635,23,Male,West,34357.74,13,8.06,74.74,6440.87,19,1.0,0.019,0,0.422,Electronics,7.97
CUST10636,23,Female,East,34090.87,26,5.66,30.52,2362.88,2,0.951,0.118,0,0.675,Apparel,7.52
CUST10637,56,Male,North,90226.35,34,8.07,164.48,14626.03,6,0.614,0.0,0,0.279,Groceries,7.94
CUST10638,39,Female,North,88955.98,38,8.21,111.88,11581.26,10,0.828,0.065,1,0.872,Electronics,7.35
CUST10639,53,Male,West,114817.2,57,10.91,135.16,19489.3,4,0.334,0.065,0,0.488,Apparel,7.15
CUST10640,42,Male,South,33908.31,27,2.83,27.53,966.16,17,0.141,0.063,0,0.296,Groceries,6.65
CUST10641,57,Female,South,90570.44,30,9.53,162.47,16765.94,12,0.542,0.085,0,0.496,Beauty,7.63
CUST10642,27,Female,West,44240.8,28,4.5,17.42,1021.82,39,0.246,0.0,0,0.282,Home & Kitchen,7.21
CUST10643,38,Male,North,85514.34,40,7.8,133.1,13437.8,8,0.469,0.175,1,0.317,Groceries,7.95
CUST10644,32,Non-binary,Central,30679.68,55,2.53,18.47,576.25,58,0.455,0.068,0,0.639,Groceries,10.0
CUST10645,34,Male,East,39547.55,8,4.02,99.57,5295.92,32,0.674,0.073,0,0.516,Beauty,7.41
CUST10646,26,Male,East,30120.99,45,6.92,24.87,2005.4,6,0.965,0.046,0,0.559,Sports & Outdoors,7.69
CUST10647,40,Female,Central,71058.58,43,2.19,201.1,4935.53,22,0.402,0.071,0,0.537,Beauty,9.07
CUST10648,46,Male,East,67653.79,60,1.17,71.8,1051.1,70,0.209,0.093,1,0.499,Apparel,8.34
CUST10649,25,Female,South,29611.76,22,3.69,25.75,1239.65,8,1.0,0.078,1,0.684,Groceries,6.46
CUST10650,33,Male,North,35683.38,23,2.11,5.0,117.44,42,0.57,0.131,0,0.47,Electronics,6.12
CUST10651,27,Male,West,33538.65,33,5.75,36.73,2201.74,1,0.764,0.076,0,0.669,Apparel,7.35
CUST10652,25,Male,North,23164.73,37,5.34,44.51,3249.23,12,0.857,0.157,1,0.468,Apparel,7.99
CUST10653,73,Female,West,102445.75,35,0.82,269.11,2785.5,34,0.277,0.0,1,0.409,Apparel,6.78
CUST10654,24,Male,South,29394.78,27,4.82,63.68,3879.5,11,0.888,0.001,0,0.912,Apparel,6.28
CUST10655,33,Female,West,27904.77,8,1.12,9.21,127.89,32,0.292,0.062,1,0.572,Electronics,8.16
CUST10656,47,Female,West,102107.87,1,6.98,123.93,9364.42,7,0.243,0.03,0,0.22,Apparel,6.43
CUST10657,42,Female,South,123587.1,1,7.44,118.92,10398.49,10,0.719,0.112,1,0.728,Apparel,7.4
CUST10658,50,Male,West,65779.68,18,1.46,131.52,2053.93,92,0.335,0.005,1,0.634,Groceries,8.28
CUST10659,26,Female,Central,28341.29,36,6.23,44.55,3152.91,14,0.862,0.044,0,0.567,Groceries,5.89
CUST10660,53,Female,Central,100093.04,16,7.84,67.53,7219.5,6,0.654,0.003,1,0.196,Apparel,
CUST10661,34,Male,South,52835.81,59,4.32,55.99,3028.86,19,0.459,0.107,0,0.27,Apparel,7.13
CUST10662,73,Male,North,72989.83,44,2.4,228.64,7389.94,117,0.315,0.003,0,0.503,Electronics,8.57
CUST10663,41,Male,East,149779.93,32,9.1,70.99,6810.31,5,0.338,0.016,1,0.37,Groceries,7.07
CUST10664,27,Female,East,27951.11,16,3.13,20.14,649.88,19,0.587,0.053,0,0.738,Home & Kitchen,4.87
CUST10665,18,Male,West,28315.77,13,2.3,25.8,800.32,62,0.384,0.012,0,0.474,Groceries,6.22
CUST10666,39,Female,Central,124262.76,41,15.18,121.73,20697.41,6,0.464,0.0,1,0.385,Groceries,7.55
CUST10667,29,Female,East,40924.28,41,3.61,22.51,1097.9,21,0.303,0.011,0,0.306,Home & Kitchen,6.45
CUST10668,20,Male,North,32206.14,43,4.06,13.78,592.4,41,0.504,0.063,0,0.442,Apparel,5.83
CUST10669,43,Male,East,87670.46,44,6.94,175.51,15702.67,11,0.718,0.014,1,0.532,Sports & Outdoors,6.19
CUST10670,28,Male,South,42767.15,43,4.04,21.62,939.66,72,0.36,0.134,0,0.152,Groceries,7.0
CUST10671,44,Male,Central,63067.05,49,3.66,69.39,2992.06,7,0.755,0.0,1,0.532,Electronics,7.18
CUST10672,36,Male,East,35396.83,49,2.76,25.41,759.3,24,0.245,0.0,0,0.139,Beauty,7.28
CUST10673,30,Male,Central,41307.18,31,7.45,12.99,1276.89,4,0.854,0.056,0,0.686,Beauty,8.13
CUST10674,21,Male,Central,28295.16,34,6.72,29.4,2461.06,26,0.719,0.138,0,0.37,Beauty,5.43
CUST10675,33,Female,South,65424.85,22,3.79,60.03,2420.19,33,0.718,0.042,0,0.75,Beauty,6.29
CUST10676,22,Male,East,26396.05,66,2.99,14.72,517.78,42,0.431,0.049,0,0.452,Electronics,6.95
CUST10677,37,Male,North,74787.54,24,15.26,123.06,19169.11,11,0.228,0.054,1,0.439,Electronics,4.57
CUST10678,44,Male,North,50519.91,9,5.0,61.76,3766.14,14,0.532,0.155,1,0.482,Home & Kitchen,7.61
CUST10679,25,Male,East,77576.29,2,4.28,49.06,2453.75,27,0.487,0.065,0,0.137,Apparel,7.72
CUST10680,40,Male,North,46856.16,17,6.48,58.07,4592.73,40,0.518,0.054,1,0.46,Home & Kitchen,8.47
CUST10681,30,Non-binary,West,99031.91,7,10.84,161.66,23894.9,4,1.0,0.006,0,0.635,Electronics,10.0
CUST10682,19,Male,West,21403.28,36,2.22,23.87,569.54,20,0.161,0.044,0,0.43,Groceries,7.01
CUST10683,55,Female,East,68827.56,30,1.8,281.8,6762.49,120,0.024,0.026,0,0.408,Home & Kitchen,7.29
CUST10684,44,Male,North,36390.99,14,4.82,75.8,4544.29,15,0.515,0.0,1,0.594,Beauty,8.08
CUST10685,20,Non-binary,South,46013.77,27,6.57,15.96,1390.23,14,0.825,0.018,0,0.451,Beauty,5.43
CUST10686,28,Male,West,60126.05,56,6.83,44.38,4149.21,4,0.887,0.157,0,0.776,Electronics,8.04
CUST10687,50,Male,Central,81168.16,22,9.12,92.69,11391.17,11,0.498,0.058,1,0.538,Beauty,7.64
CUST10688,75,Female,North,58093.1,38,2.69,240.61,8519.89,59,0.329,0.043,0,0.475,Apparel,6.87
CUST10689,42,Female,North,34403.02,39,0.2,24.56,50.16,46,0.403,0.157,1,0.339,Apparel,6.91
CUST10690,26,Male,North,90858.48,23,6.1,110.08,8176.31,4,0.814,0.146,1,0.535,Apparel,7.81
CUST10691,24,Female,West,26535.46,31,6.03,50.79,3426.44,10,0.921,0.034,1,0.491,Groceries,8.87
CUST10692,26,Female,South,31469.99,48,5.57,33.72,2553.56,1,0.855,0.064,1,0.694,Apparel,6.49
CUST10693,44,Female,South,71882.86,11,6.5,165.92,11409.58,1,0.469,0.037,0,0.417,Home & Kitchen,6.9
CUST10694,38,Female,East,35885.54,61,3.54,6.05,262.45,31,0.312,0.052,1,0.59,Sports & Outdoors,9.16
CUST10695,51,Male,South,57037.8,11,1.97,135.45,3313.89,46,0.347,0.087,0,0.288,Electronics,6.97
CUST10696,60,Female,South,108975.47,32,7.02,170.57,14776.55,1,0.406,0.003,1,0.378,Electronics,7.21
CUST10697,31,Female,North,43211.69,42,1.02,63.25,832.09,20,0.814,0.017,0,0.503,Electronics,5.21
CUST10698,29,Female,East,30819.84,12,0.64,9.74,72.93,44,0.389,0.0,0,0.381,Sports & Outdoors,6.84
CUST10699,35,Female,South,42309.62,26,6.04,64.69,5185.99,13,0.921,0.07,0,0.512,Sports & Outdoors,6.74
CUST10700,21,Female,North,32713.63,15,3.91,56.76,2945.51,16,0.683,0.005,0,0.572,Apparel,6.64
CUST10701,28,Male,East,23242.58,11,2.65,18.47,558.15,39,0.352,0.0,0,0.273,Apparel,7.87
CUST10702,35,Female,Central,82728.68,40,7.89,130.99,11748.48,6,0.531,0.023,0,0.551,Sports & Outdoors,9.4
CUST10703,36,Female,West,32162.8,32,4.44,12.45,592.48,67,0.311,0.094,0,0.322,Apparel,5.95
